number,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,carbohydrate,fiber,sugars,lactose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,water
2644,"FAMOUS AMOS,  Chocolate Chip Cookies",100,503,24,9.6,0.008,4.5,67.7,2.8,32.4,0,24.1,9.6,5.8,7.1,2.5
4077,"SUNSHINE,  Parmesan Garlic Crackers",100,503,25,5.5,0.005,8.5,62,2.1,1.6,0,25.1,5.5,5.9,12.3,2.5
2117,"SUNSHINE,  Baby Swiss Crackers",100,503,25,5.6,0.005,8.6,63.1,2.2,1.4,0,24.7,5.6,5.8,12,2.3
3394,"SUNSHINE,  Pepper Jack Crackers",100,503,25,5.6,0.005,8.8,61.9,2.6,0.8,0,25,5.6,5.9,12.3,2.3
2778,"Snacks,  white corn",100,503,23,2.5,0,7.79,65.32,5.3,1,0,23.36,2.458,9.52,9.956,2.09
5064,"Cookie,  with chocolate icing or filling",100,503,24,15,0.001,4.1,68.83,1.9,33.8,0,23.5,14.8,2.7,5.1,2
4205,"Candies,  TWIX Caramel Cookie Bars",100,502,25,19,0.007,4.91,64.8,1.1,48.25,0,24.85,18.96,2.988,0.628,4.23
1866,"MOTHER'S,  Iced Lemonade Cookies",100,502,24,8,0.007,4.5,66.3,1,29.9,0,24.4,8,5.5,9,3.4
3035,"KEEBLER,  Iced Lemonade Cookies",100,502,24,8,0.007,4.5,66.3,1,29.9,0,24.4,8,5.5,9,3.4
2929,"KEEBLER,  Cheese & Cheddar Sandwich Crackers",100,502,26,6.4,0.004,8.1,59.5,1.3,13.4,0,25.9,6.4,5.5,12.2,2.7
4109,"KEEBLER,  Rainbow Chocolate Chip Cookies",100,502,26,10,0.011,5.1,65,2.4,33.5,0,25.5,10.4,5.2,6.9,2.5
2623,"SUNSHINE,  Asiago Crackers",100,502,25,5.6,0.006,8.7,62.6,2.1,1.3,0,24.7,5.6,5.8,12,2.3
1871,"GIRL SCOUTS,  Thin Mints Cookies",100,502,24,17,0,4.5,67.3,2.3,32,0,24.2,16.5,2.6,3.6,2
3053,"KEEBLER,  Shortbread Pie Crust",100,502,23,5.1,0,4.4,69.1,1.3,26.6,0,23.1,5.1,6.9,0.5,2
7293,"Baking chocolate,  M&M's Milk Chocolate Mini Baking Bits",100,502,23,14,0.015,4.78,68.4,2.7,62.54,0,23.36,14.466,0,0,1.5
5679,"Candies,  M&M's MINIs Milk Chocolate Candies",100,502,23,14,0.015,4.78,68.4,2.7,62.54,0,23.36,14.466,0,0,1.19
5442,"Nuts,  shredded",100,501,35,31,0,2.88,47.67,4.5,43.17,0,35.49,31.468,1.51,0.388,12.55
928,"Nuts,  full fat",100,501,30,3.9,0,7.49,54.65,0,0,0,30.17,3.923,19.11,5.813,6
2576,"Snacks,  ranch-flavor",100,501,25,3.5,0,7.19,62.74,4,3.03,1.11,24.63,3.539,7.047,13.528,3.14
7749,"Toddler formula,  powder",100,501,27,11,0.007,13,56,0,53,0,26.9,11.45,10.03,5.445,3
65,"Nuts,  glazed",100,500,36,3.6,0,8.28,47.59,3.6,32.14,0,35.71,3.571,5.357,25,6.28
3853,"MOTHER'S,  Old Fashioned Chocolate Chip Cookies",100,500,24,9.1,0.01,5.4,66,2.2,34,0,24.1,9.1,5.9,7.4,3.3
4158,"KEEBLER,  Oatmeal Chocolate Chip Cookies",100,500,24,9.4,0,6.4,65.3,4.4,32.3,0,24.1,9.4,6.3,6.9,3
1521,"MOTHER'S,  Coconut Cocadas Cookies",100,500,25,13,0.011,5.7,65.1,3,27.8,0,25.1,12.8,4.1,6.2,2.6
2134,"SUNSHINE,  Mozzarella Crackers",100,500,24,5.4,0.005,8.6,64.1,2.2,1.4,0,23.8,5.4,5.6,11.5,2.3
3450,"SUNSHINE,  Italian Four Cheese Crackers",100,500,25,5.5,0.005,8.4,62.4,2.2,0.7,0,24.6,5.5,5.8,12,2.3
5036,"SUNSHINE,  Duoz Sharp Cheddar Parmesan Crackers",100,500,25,5.8,0.004,9.7,60.5,2.3,1.5,0,25,5.8,6.2,11.9,2.3
3046,"Cookies,  chocolate-coated",100,500,26,17,0.001,4,66.78,2.2,37.3,0,25.8,17.2,2.7,4.9,2
3655,"Candies,  CRUNCH Bar and Dessert Topping",100,500,26,16,0.013,5,67,1.9,55,0,26,16,0,0,0.65
4018,"KEEBLER,  Coconut Dreams Cookies",100,499,28,21,0.002,3.5,61.4,3.3,34.5,0,28,20.7,2.6,3.1,6
3161,"KEEBLER,  Cheese on Wheat Sandwich Crackers",100,499,25,6.3,0.004,8.4,59.8,1.8,14.2,0,25.4,6.3,5.3,11.9,2.7
3421,"SAGE VALLEY,  Gluten Free Vanilla Sandwich Cookies",100,499,22,5.9,0,3.13,71.88,1,43.94,0,22.15,5.918,10.249,3.785,2.06
3094,"Snacks,  onion-flavor",100,499,23,4.3,0,7.7,65.1,3.9,4.83,0,22.6,4.34,13.36,3.14,2
5378,"KEEBLER,  Fudge Mint",100,499,24,16,0.001,4,68.3,2.4,39.7,0,23.7,16.4,2.4,4.1,2
4597,"KEEBLER,  Mini Chocolate Chip Cookies",100,498,23,9.2,0.01,5.2,68,2.4,31,0,23.1,9.2,5.8,6.6,2.7
271,"Snacks,  taro chips",100,498,25,6.4,0,2.3,68.1,7.2,3.82,0,24.9,6.43,4.43,12.88,2
5177,"KEEBLER,  Holiday/Spiderman",100,498,24,15,0.001,4.1,68.8,1.9,33.8,0,23.6,14.8,2.7,5.1,2
6466,"Snacks,  made with enriched masa flour",100,498,26,4.9,0.003,7.8,62.4,5.3,0,0,25.6,4.9,15.09,3.54,1.7
4598,"ARCHWAY Home Style Cookies,  Chocolate Chip Ice Box",100,497,24,8.1,0.013,4.28,65.02,2,34.06,0,24.4,8.08,8.94,1.43,5.01
3830,"Crackers,  with cheese filling",100,497,25,4.1,0.007,9.8,58.2,3.1,0,0,25,4.129,10.351,9.166,3.2
4507,"MURRAY,  Chocolate Chip & Pecan Cookies",100,497,31,9.6,0.007,6,58.6,5.1,1.5,0,31.4,9.6,9.9,9.8,3.2
3102,"KEEBLER,  Mini",100,497,23,14,0.001,4.2,68.7,1.8,31.8,0,23.1,13.8,2.9,5.5,2
2358,"Tortilla chips,  salted",100,497,22,2.8,0,6.62,67.38,4.7,1.21,0,22.33,2.776,8.584,9.179,1.94
4137,"Cookies,  with extra creme filling",100,497,25,5.5,0,4.33,68.2,2.7,46,0,24.52,5.454,16.076,2.471,1.65
750,"Candies,  REESE'S PIECES Candy",100,497,25,16,0,12.46,59.86,3,53.25,0,24.77,16.42,4.46,1.88,1
4825,"Crackers,  sandwich-type with peanut butter filling",100,496,25,4.4,0,12.41,56.74,3.4,6.98,0,25.12,4.406,13.003,5.093,3.28
3180,"Milk,  without added vitamin D",100,496,27,17,0.097,26.32,38.42,0,38.42,0,26.71,16.742,7.924,0.665,2.47
5962,"Snacks,  French onion flavor",100,496,22,2.5,0,8.68,65.49,7.8,8.82,0,22.15,2.469,12.698,6.513,2.04
1416,"KEEBLER,  Sesame Crackers",100,496,24,3.5,0,6.6,62.6,2.8,4.1,0,24.3,3.5,5.2,15.4,2
4127,"Crackers,  with peanut butter filling",100,495,27,4.6,0,13.5,53.8,4.4,0,0,26.7,4.602,11.766,8.862,3.4
1410,"Snacks,  almond",100,495,26,13,0,7.7,62,4.8,0,0,25.5,12.51,7.74,3.76,3.1
3322,"KEEBLER,  Buttercrisps Crackers",100,495,24,4,0.002,5.5,65,1.8,8.4,0,23.7,4,5.8,13.7,2.5
6839,"Candies,  candy bar",100,495,23,8,0.009,8.93,63.9,3.6,53.57,0,23.21,8.036,8.104,4.241,1.66
1430,"Candies,  WHATCHAMACALLIT Candy Bar",100,494,24,17,0.012,8.04,63.23,1.9,48.86,0,23.68,17.04,3.78,0.83,3.04
3290,"KEEBLER,  Club & Cheddar Sandwich Crackers",100,494,24,6.1,0.004,8.4,61.3,1.3,14.1,0,24,6.1,5,11.1,2.7
1973,"NABISCO,  NABISCO RITZ Crackers",100,492,23,5.5,0,7.23,63.51,2.3,8.14,0,23.21,5.45,6.276,10.896,3.12
3034,"KEEBLER,  Vienna Fingers with Creme Filling",100,492,20,6.7,0,4.5,73.2,1.5,33.6,0,20.1,6.7,3.7,9.3,2.5
5078,"Infant Formula,  powder",100,492,25,11,0,10.8,57.1,0,57.1,0,25.1,10.517,9.126,4.862,2.5
4687,"KEEBLER,  Cheese & Peanut Butter Sandwich Crackers",100,492,25,3.7,0,10.8,59,3.2,9,0,24.5,3.7,8.4,12,2
5041,"Candies,  M&M's Milk Chocolate Candies",100,492,21,13,0.014,4.33,71.19,2.8,63.68,0,21.13,13.08,5.183,0.921,1.7
2061,"Candies,  SNICKERS Bar",100,491,24,9.1,0.013,7.53,61.51,2.3,50.47,0,23.85,9.069,7.875,3.014,5.55
2074,"GIRL SCOUTS,  Thank U Berry Munch Cookies",100,491,22,7.8,0,4.6,70,1.8,28.9,0,21.6,7.8,4.5,7.2,3.5
1413,"SUNSHINE,  Cheez-It Crackers",100,491,23,6.4,0.005,11,61,2.5,0.5,0,23.2,6.4,6,9.8,2.5
6341,"Snacks,  Harvest Cheddar flavor",100,491,22,2.9,0,8.08,64.7,8.1,7.05,0,22.22,2.892,12.557,6.631,2.5
5772,"Snacks,  original flavor",100,491,21,2.2,0,7.95,67.26,8.8,7.2,0,21.11,2.166,11.501,6.513,2.04
760,"Candies,  PAYDAY Bar",100,490,25,4.8,0,13.44,52.88,3.8,40.32,0,25,4.806,12.467,4.691,6.97
1655,"MOTHER'S,  Chocolate Chip Cookies",100,490,22,8.1,0.034,5.7,67.6,1.7,32.9,0,22,8.1,5.2,6.8,3.1
3200,"KEEBLER,  Chocolate Pie Crust",100,490,22,5,0,5.1,67.7,1.8,28.7,0,22.05,5,6.65,0.75,3
2532,"KEEBLER,  Dash of Salt Crackers",100,490,22,3.6,0,6.8,66.3,2.1,7.3,0,22.4,3.6,5.4,12.8,2.5
2105,"Cereals ready-to-eat,  homemade",100,489,24,4,0,13.67,53.88,8.9,19.8,0,24.31,3.957,10.951,7.809,5.84
972,"GIRL SCOUTS,  Samoas Cookies",100,489,26,18,0.002,3.5,64.1,4.4,35.8,0,25.8,17.7,2.8,3.7,5.7
5941,"Cookie,  and chocolate coating",100,489,26,18,0.002,3.5,64.1,4.4,35.8,0,25.8,17.7,2.8,3.7,5.7
1110,"Crackers,  regular",100,489,23,5.3,0.003,10.93,59.42,2.3,4.53,0,22.74,5.288,5.744,10.09,3.55
3463,"KEEBLER,  Toast & Peanut Butter Sandwich Crackers",100,489,24,3.6,0,10.6,60.2,3.2,11.6,0,23.8,3.6,8.2,8.5,2.7
5586,"Cookies,  made with butter",100,488,28,14,0.07,5.7,58.2,0,0,0,28.4,14.071,8.241,4.541,5.7
3949,"Candies,  SNICKERS CRUNCHER",100,488,24,13,0.009,6.86,62.85,1.9,46.54,0,24.38,12.703,0,0,4.47
6802,"Snacks,  peanut",100,487,23,6.9,0,9.14,61.14,2.9,33.14,0,22.86,6.857,9.083,5.141,3.7
2857,"KELLOGG'S,  Original 3-Bean Chips",100,487,25,2,0,22.9,46.5,14.2,5.3,0,25.3,2,19.5,2.6,2.2
2875,"MOTHER'S,  4th of July Circus Animal Cookies",100,487,25,25,0.001,3.8,68.3,0.8,44.2,0,25.4,24.7,0.2,0.3,2.2
4270,"KEEBLER,  Dark Chocolate",100,487,22,15,0,4.3,70.1,3.1,39.9,0,21.5,14.5,2.5,3.8,1.77
3009,"GLUTINO,  Vanilla Creme",100,487,19,8.1,0,2.19,77.34,0,49.43,0,18.79,8.094,6.253,1.917,1.29
2124,"Potato chips,  reduced fat",100,487,21,4.2,0,7.1,67.8,6.1,0.22,0,20.8,4.16,4.8,10.94,1
1079,"Candies,  MOUNDS Candy Bar",100,486,27,21,0.002,4.6,58.59,3.7,46.19,0,26.6,20.58,0.39,0.14,9.05
3914,"Cocoa,  plain",100,486,24,13,0,16.8,51.39,29.8,1.55,0,23.71,12.64,7.38,0.769,3
3247,"Candies,  with peanut butter",100,486,20,5.7,0,8.72,67.41,1.9,62.68,0,20.18,5.735,8.496,4.794,2.54
5774,"KEEBLER,  Garlic Herb",100,486,24,4.1,0,6.5,63,2.2,6.6,0,23.6,4.1,5.6,13.3,2.3
1706,"KEEBLER,  Original Crackers",100,486,22,3.6,0,5.5,66.2,1.9,8.9,0,22.1,3.6,5.4,12.9,2
2130,"MURRAY,  Fudge Dipped Wafers",100,486,34,21,0,3.4,61.2,13.3,0.4,0,33.5,21.2,3.9,7.1,1.5
2998,"FAMOUS AMOS,  Vanilla Sandwich Creme Cookies",100,485,19,6.3,0,4.9,73.8,1.3,37.2,0,19.3,6.3,4.4,7.2,2
4556,"KEEBLER,  Fudge-Dipped Ice Cream Cups",100,485,19,17,0,6,73.1,2.2,25.7,0,18.8,16.8,0.5,1.1,1
6143,"Snacks,  salted nuts and seeds",100,484,32,6.1,0.004,14.2,44.9,5,23.88,0,31.9,6.09,13.027,10.87,6.6
7373,"Snacks,  unsalted nuts and seeds",100,484,32,6.1,0,14.2,44.9,0,0,0,31.9,6.1,13.54,11.29,6.6
6283,"Pie crust,  chilled",100,484,24,5.1,0,4.1,63.9,1.5,37.57,0,24.4,5.092,11.142,6.769,6.1
3813,"Pie Crust,  Ready Crust",100,484,22,4.7,0,6.08,64.48,2.7,26.31,0,22.42,4.725,14.482,2.035,4.99
1713,"Crackers,  GAMESA SABROSAS",100,484,20,5.4,0,7.01,64.55,2.4,9.37,0,20.37,5.362,10.625,2.45,4.45
5093,"SUNSHINE,  Cheez-It Mixx and Cheesy Pizza Crackers",100,484,21,6.7,0.008,10.8,63.7,2.5,1,0,21.3,6.7,5.2,7.7,2.9
2332,"AUSTIN,  sandwich-type",100,484,22,4.5,0,7.6,65.7,2,16.7,0,21.7,4.5,5.9,9.6,2.7
7229,"Child formula,  not reconstituted",100,483,22,19,0.004,16.5,54.8,0,54,0,22,19.186,0.683,1.609,3
3454,"KEEBLER,  Party Pack Cracker Assortment",100,483,23,3.8,0.001,6.5,64.4,2.9,7.2,0,23,3.8,5.8,13.1,2.5
5785,"KEEBLER,  White Fudge Dipped Pretzels",100,483,20,17,0.002,7,68.8,2.3,31.7,0,20,16.7,0.6,0.2,2.4
2722,"Snacks,  peanut butter",100,483,24,3.2,0,9.8,62.3,2.9,0,0,23.8,3.2,7,12.08,2.3
2734,"Cookies,  vanilla sandwich with creme filling",100,483,20,3,0,4.5,72.1,1.5,39.3,0,20,2.979,8.437,7.551,2.2
4545,"KEEBLER,  Garlic Herb Crackers",100,483,19,3,0,6.4,71.6,2.8,8,0,19,3,5.4,10.5,1.9
5262,"KEEBLER,  Toasted Pecan",100,483,22,3.6,0,7.6,65.7,3.8,11.6,0,22,3.6,6.6,11.2,1.7
3349,"MURRAY,  Fudge Dipped Grahams",100,483,28,19,0.001,5.7,63.3,3.8,0.4,0,27.5,19.1,2.9,4.2,1.5
6566,"Salad dressing,  soybean without cholesterol",100,482,48,7.5,0,0.1,15.8,0,6,0,47.7,7.5,10.5,27.6,34.6
4355,"KEEBLER,  Country Style Oatmeal Cookies with Raisins",100,482,21,6.9,0,6.5,67,3.6,29.9,0,21.3,6.9,5,7.9,4
2185,"MOTHER'S,  Peanut Butter Gauchos Cookies",100,482,22,4.2,0,7.4,65.7,2.7,32.3,0,22,4.2,8.5,3.4,3
3126,"KEEBLER,  Holiday",100,482,21,6.3,0,5.1,70.1,1.6,26,0,20.5,6.3,4.6,6.9,3
155,"Crackers,  multigrain",100,482,20,3.3,0,7.1,67.6,3.5,12,0,20.4,3.3,5,11.8,2.5
2758,"KEEBLER,  Butter Flavored Cookies",100,482,21,7,0.012,5.5,70,3.4,33.9,0,20.5,7,4,8,2.5
2004,"Candies,  5TH AVENUE Candy Bar",100,482,24,6.7,0.006,8.78,62.68,3.1,47.19,0,23.98,6.65,10.6,3.39,2.3
3189,"KEEBLER,  Honey Wheat Crackers",100,482,20,4.7,0,7.6,67,3.3,15,0,20.4,4.7,6.5,7.9,1.7
2995,"Candies,  not chocolate covered",100,481,28,26,0,2.13,55.87,6.4,36.16,0,27.65,25.54,0.328,0.084,13.26
3447,"Crackers,  sandwich-type with cheese filling",100,481,22,6,0.009,9.2,60.8,3.6,0,0,22.3,5.987,12.236,2.863,3.8
3954,"MURRAY,  Fudge Dipped Mint Cookies",100,481,27,19,0.001,6,63.5,4.6,0.6,0,27,18.9,2.9,3.8,1.5
5268,"Beverages,  French Vanilla Cafe",100,481,19,4.6,0,2.5,74.6,1.4,54.3,0,19.2,4.6,0,0,1.5
3306,"ARCHWAY Home Style Cookies,  Peanut Butter",100,480,24,5.4,0.037,9,58.48,2.8,32.55,0,24.28,5.39,10.21,4.23,6.35
6252,"Candies,  POP'ABLES SNICKERS Brand Bite Size Candies",100,480,24,9.9,0.013,7.15,61.07,2.3,51.69,0,24.32,9.891,0,0,5.78
3674,"Snacks,  all flavors",100,480,20,8.7,0,7.52,64.96,3.2,37.61,0,20.42,8.693,3.499,7.051,5.56
2648,"Snacks,  taco-flavor",100,480,24,4.6,0,7.9,63.1,5.3,0,0,24.2,4.64,14.29,3.36,1.6
831,"Candies,  semisweet chocolate",100,480,30,18,0,4.2,63.9,5.9,54.5,0,30,17.75,9.966,0.966,0.7
715,"Candies,  ALMOND JOY Candy Bar",100,479,27,18,0.004,4.13,59.51,5,48.34,0,26.93,17.59,5.26,1.18,8.2
2256,"KEEBLER,  Minis Original Crackers",100,479,21,4.8,0,6,66.4,2.2,8,0,21.2,4.8,5.1,9.9,2.5
2533,"MURRAY,  Lemon Creme Sandwich Cookies",100,479,19,6.1,0,4.7,73.7,1.2,37.8,0,18.8,6.1,4.3,7,2.5
1532,"KEEBLER,  Onion Crackers",100,479,21,3.4,0,5.7,67.7,2.2,9.7,0,20.6,3.4,5,12,2
8146,"KEEBLER,  Dark Chocolate Fudge Stripes Cookies",100,479,20,13,0,4.5,71.2,3.2,39.3,0,20.1,13.4,2.3,3.6,1.82
1173,"KEEBLER,  Oatmeal Cookies",100,478,20,6.3,0,7.1,67.7,4.5,30.9,0,20.1,6.3,4.9,7.5,4
1983,"GIRL SCOUTS,  Do-si-dos Cookies",100,478,21,5.9,0,8.1,66,3.7,31.1,0,21.4,5.9,6.5,7.3,3
971,"GIRL SCOUTS,  Chalet Cookies",100,478,19,6.4,0,4.2,72.3,1.5,35.4,0,19.1,6.4,4.2,6.9,2.8
4049,"KEEBLER,  Oatmeal",100,478,24,15,0,5.5,66.4,7.1,33.1,0,23.8,14.7,3.1,5.2,1.9
2924,"KEEBLER,  Chocolate Chip Cookies",100,477,22,9,0,3.6,66.2,1.7,36.9,0,22.1,9,4.7,6.8,6
696,"Tofu,  dried-frozen (koyadofu)",100,477,30,4.4,0,52.47,10.03,7.2,0,0,30.34,4.388,6.701,17.128,5.78
2304,"MURRAY,  Vanilla Creme Sandwich Cookies",100,477,18,6,0,4.9,73.9,1.3,36.9,0,18.3,6,4.1,6.8,2.5
701,"Babyfood,  vegetable",100,477,20,2,0,8.4,66.85,4,13,0,19.6,1.966,15.779,1.022,2
3884,"Candies,  made with butter",100,477,30,18,0.018,4.2,63.4,5.9,0,0,29.7,17.53,9.93,0.95,0.7
2215,"Pork,  microwaved",100,476,34,12,0.111,39.01,0.48,0,0,0,34.12,11.644,15.235,5.602,20.38
184,"Bacon bits,  meatless",100,476,26,4.1,0,32,28.6,10.2,0,0,25.9,4.055,6.225,13.548,8
310,"Taco shells,  baked",100,476,22,7.1,0,6.41,63.49,6.7,1.5,0.1,21.79,7.105,6.935,5.495,6.4
5019,"KEEBLER,  Cheese",100,476,23,4,0.005,8,61.3,2.1,5.4,0,22.5,4,5,11.9,2.4
5434,"NABISCO,  Cookie Crumb Topping",100,476,22,4.1,0,4.78,70.23,3.2,36,0,21.5,4.14,3.17,0.82,1.57
955,"Candies,  CHUNKY Bar",100,475,28,13,0.01,7.5,60,2.5,52.5,0,27.5,12.5,0,0,2.9
1669,"KEEBLER,  Toasted Coconut Cookies",100,475,20,10,0,3.8,69.9,2.3,41.2,0,20.2,10.3,5.2,1.1,2.5
1750,"MOTHER'S,  Taffy Sandwich Cookies",100,475,20,10,0,3.8,69.9,2.3,41.2,0,20.2,10.3,5.2,1.1,2.5
2400,"MURRAY,  Duplex Creme Sandwich Cookies",100,475,19,6.2,0,4.9,72.6,1.8,37.6,0,18.8,6.2,4.3,6.9,2.5
6109,"Candies,  M&M's Crispy Chocolate Candies",100,475,19,12,0.012,4.28,72.4,2,58.94,0,19.32,11.651,0,0,1.7
690,"Noodles,  chow mein",100,475,15,2.2,0,8.11,72.8,3.7,5.71,0,15.43,2.229,8.929,3.571,1.18
6373,"Candies,  prepared-by-recipe",100,474,21,10,0.023,3.24,67.69,2.1,0,0,21.11,10.378,5.506,4.081,7.12
2060,"Candies,  ROLO Caramels in Milk Chocolate",100,474,21,15,0.012,5.08,67.95,0.9,63.93,0,20.93,14.542,2.104,0.265,4.6
7241,"Candies,  milk chocolate peanut butter and soft nougats",100,474,23,8.2,0.004,8.66,61.6,2.9,53.08,0,23.42,8.23,8.94,4.33,4.1
203,"Tostada shells,  corn",100,474,23,7,0,6.15,64.43,5.8,0,0,23.38,7.011,7.217,8.285,3.32
4151,"GLUTINO,  Chocolate Vanilla Creme",100,474,18,7.9,0,2.19,76.03,2.5,49,0,17.89,7.905,6.142,1.807,2.84
729,"Candies,  sugar-coated almonds",100,474,18,1.9,0,10,68.26,2.5,62.5,0,17.93,1.948,12.078,3.904,2.3
4002,"FAMOUS AMOS,  Chocolate Sandwich Creme Cookies",100,474,19,6.4,0,4.3,72.3,2.2,40.4,0,19.1,6.4,4.4,6.9,2
4321,"Snacks,  made from garden vegetables",100,473,23,1.8,0,5.32,60.43,4.7,4.04,0,23.3,1.762,14.566,6.602,6.31
1116,"Crackers,  low salt",100,473,21,5.2,0,8.6,64.9,4.5,13.04,0,20.6,5.178,11.448,2.796,3.1
6432,"SUNSHINE,  Extra Cheesy Party Mix",100,473,17,3.9,0.003,8.5,65.3,3.1,2.7,0,17.4,3.9,3.5,7.1,3
2743,"SUNSHINE,  White Cheddar",100,473,21,4.9,0.005,8.55,65.7,3.2,2.15,0,20.6,4.9,4.7,9.4,2.6
2070,"MURRAY,  Chocolate Creme Sandwich Cookies",100,473,19,6.5,0,4.9,71.3,2.2,38.4,0,19.4,6.5,4.5,7,2.5
4892,"Cookies,  made with margarine",100,472,23,4.7,0.026,5.9,60,1.2,24.86,0,23.4,4.69,10.189,7.29,8.9
3698,"Candies,  SNICKERS Almond bar",100,472,22,8.5,0.013,5.4,64.67,2.6,53.93,0,22.4,8.534,0,0,5.45
4991,"KEEBLER,  Reduced Fat",100,472,18,3.8,0,4.9,73.5,2.5,29.7,0,17.5,3.8,5.2,0.5,2.2
5134,"KEEBLER,  Roasted Almond",100,472,20,3.1,0,8.4,66.5,3.9,11.7,0,20.4,3.1,6.1,10.6,1.7
2451,"Baking chocolate,  liquid",100,472,48,25,0,12.1,36.2,18.1,0,0,47.7,25.29,9.23,10.7,0.9
2967,"Cookies,  baked",100,471,21,5.3,0.026,6,65.7,2.8,0,0,21,5.339,11.729,2.976,5.8
8132,"VAN'S,  Gluten Free",100,471,19,,0,7.63,67.57,0,0,0,18.93,0,0,0,3.09
6740,"KEEBLER,  Cookies 'N Creme",100,471,19,13,0,4,72.2,2.4,39.7,0,19.1,12.7,2.1,3.7,2.5
4673,"KEEBLER,  Honey Wheat",100,471,21,3.5,0,6.5,66,3.1,14,0,21.3,3.5,7.7,8.8,2.2
1629,"Snacks,  reduced fat",100,471,21,4.2,0,7.1,66.9,5.9,0.22,0,20.8,4.16,4.8,10.94,1
6777,"Agutuk,  fish with shortening (Alaskan ice cream) (Alaska Native)",100,470,44,8.6,0.026,9,10.5,0,0,0,43.5,8.6,15.6,17.3,34
3937,"Candies,  caramel with nuts",100,470,21,4.7,0,9.5,60.67,4.3,41.35,0,21,4.657,9.444,5.834,6.1
1738,"KEEBLER,  Holiday Jingles Cookies",100,470,17,5.5,0,5,73.9,1.5,28.2,0,17.4,5.5,3.8,6.2,3
2167,"MOTHER'S,  Old Fashioned Oatmeal Cookies",100,470,18,5.9,0,6.5,71.2,3,31.3,0,18.4,5.9,4.3,6.9,2
2720,"KEEBLER,  Minis Multigrain Crackers",100,470,20,4.5,0,7.3,67.4,3.7,10.7,0,19.8,4.5,4.8,9.2,2
6804,"KEEBLER,  Mini Fudge Stripes Cookies",100,470,18,13,0.001,4,74.3,1.9,39.2,0,17.8,12.9,1.5,2.8,2
4035,"JACKSON'S,  Old Fashioned Lemon Jumble Cookies",100,469,18,5.9,0.006,5.7,71.7,1.4,31.6,0,18.1,5.9,4.1,6.7,4
1276,"Candies,  plain",100,469,22,4.1,0,12.49,60.49,4.5,0,0,21.52,4.127,8.194,8.481,3.67
5313,"PEPPERIDGE FARM,  Pizza",100,469,19,2.1,0,9.67,65.11,3.5,0.86,0,18.93,2.137,11.111,4.045,3.51
3151,"MURRAY,  Chocolate Chip Cookies",100,469,27,11,0.007,5.6,63.6,4.8,1.2,0,27,10.5,6.7,8.1,3
1490,"MOTHER'S,  Vanilla Sandwich Cookies",100,469,20,7.3,0,4.8,68.9,1.3,30.1,0,20.1,7.3,4.78,2.86,2.4
2012,"KEEBLER,  Sweet Cremes Cookies",100,469,19,6.5,0,4.5,71,1.3,32,0,19.3,6.5,6.4,1.4,2.4
2209,"MOTHER'S,  English Tea Sandwich Cookies",100,469,19,6.5,0,4.5,71,1.3,32,0,19.3,6.5,6.4,1.4,2.4
2169,"Soybeans,  salted",100,469,25,3.7,0,38.55,30.22,17.7,4.2,0,25.4,3.674,5.61,14.339,1.95
3806,"Soybeans,  no salt added",100,469,25,3.7,0,38.55,30.22,17.7,0,0,25.4,3.674,5.61,14.339,1.95
3464,"Snacks,  baked",100,469,18,2.6,0,5,71.4,4.8,5.01,0,18.2,2.631,9.91,4.234,1.4
1987,"McDONALD'S,  Creamy Ranch Sauce",100,468,52,7.9,0.021,1.11,3.49,0,3.45,0.91,52.03,7.894,11.094,28.178,41.36
4638,"Pork,  pan-fried",100,468,35,12,0.099,33.92,1.7,0,0,0,35.09,11.964,15.53,6.112,23.65
5564,"Pie crust,  made with enriched flour",100,468,29,8.1,0,5.52,46.79,1.4,0,0,28.74,8.129,14.489,3.53,17.78
1921,"Candies,  100 GRAND Bar",100,468,19,12,0.012,2.5,70.97,1,51.9,0,19.33,11.9,6.039,1.388,6.1
2303,"Taco shells,  without added salt",100,468,23,3.2,0,7.2,62.4,7.5,0,0,22.6,3.245,8.934,8.494,6
4872,"ARCHWAY Home Style Cookies,  Old Fashioned Windmill Cookies",100,468,18,3.8,0.001,5.17,72.23,1.8,32.64,0,17.55,3.75,7.82,1.67,3
5900,"KEEBLER,  Sandies Shortbread Cookies",100,468,17,6.8,0.008,5.2,73.9,1.4,25.8,0,17.2,6.8,3.6,5.1,2.75
2338,"Keikitos (muffins),  Latino bakery item",100,467,25,,0,6.81,53.16,1.2,25.81,0,25.24,0,0,0,12.99
3484,"Cookies,  enriched",100,467,19,11,0.117,6.1,68.9,0.8,20.24,0,18.8,11.051,5.522,0.982,4.6
4478,"Cookies,  unenriched",100,467,19,11,0.117,6.1,68.9,0.8,0,0,18.8,11.051,5.522,0.982,4.6
736,"KEEBLER,  Iced Oatmeal Cookies",100,467,18,5.8,0,6.5,69.5,4.1,35.6,0,18.3,5.8,4.4,6.9,4.5
2972,"Candies,  MARS Almond Bar",100,467,23,7.3,0.017,8.1,62.7,2,52.1,0,23,7.268,10.693,3.98,4.5
